;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 1/9/2017 5:59:47 PM
;----------------------------------------------

;Address Opcode 	ASM
;__Lib_Lcd.c,88 :: 		
0x04BF	0x1187      	BCF        LCD_D4_Direction, BitPos(LCD_D4_Direction+0)
;__Lib_Lcd.c,89 :: 		
0x04C0	0x1107      	BCF        LCD_D5_Direction, BitPos(LCD_D5_Direction+0)
;__Lib_Lcd.c,90 :: 		
0x04C1	0x1087      	BCF        LCD_D6_Direction, BitPos(LCD_D6_Direction+0)
;__Lib_Lcd.c,91 :: 		
0x04C2	0x1007      	BCF        LCD_D7_Direction, BitPos(LCD_D7_Direction+0)
;__Lib_Lcd.c,93 :: 		
0x04C3	0x1283      	BCF        STATUS, 5
0x04C4	0x1386      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,94 :: 		
0x04C5	0x1207      	BCF        LCD_RS, BitPos(LCD_RS+0)
;__Lib_Lcd.c,95 :: 		
0x04C6	0x1007      	BCF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,96 :: 		
0x04C7	0x1087      	BCF        LCD_D6, BitPos(LCD_D6+0)
;__Lib_Lcd.c,97 :: 		
0x04C8	0x1107      	BCF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,98 :: 		
0x04C9	0x1187      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,100 :: 		
0x04CA	0x2085      	CALL       _Delay_5500us
;__Lib_Lcd.c,101 :: 		
0x04CB	0x2085      	CALL       _Delay_5500us
;__Lib_Lcd.c,102 :: 		
0x04CC	0x2085      	CALL       _Delay_5500us
;__Lib_Lcd.c,105 :: 		
0x04CD	0x1507      	BSF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,106 :: 		
0x04CE	0x1587      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,107 :: 		
0x04CF	0x1786      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,108 :: 		
0x04D0	0x207F      	CALL       _Delay_1us
;__Lib_Lcd.c,109 :: 		
0x04D1	0x1386      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,110 :: 		
0x04D2	0x2085      	CALL       _Delay_5500us
;__Lib_Lcd.c,112 :: 		
0x04D3	0x1786      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,113 :: 		
0x04D4	0x207F      	CALL       _Delay_1us
;__Lib_Lcd.c,114 :: 		
0x04D5	0x1386      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,115 :: 		
0x04D6	0x2085      	CALL       _Delay_5500us
;__Lib_Lcd.c,117 :: 		
0x04D7	0x1786      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,118 :: 		
0x04D8	0x207F      	CALL       _Delay_1us
;__Lib_Lcd.c,119 :: 		
0x04D9	0x1386      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,120 :: 		
0x04DA	0x2085      	CALL       _Delay_5500us
;__Lib_Lcd.c,123 :: 		
0x04DB	0x1187      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,124 :: 		
0x04DC	0x1786      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,125 :: 		
0x04DD	0x207F      	CALL       _Delay_1us
;__Lib_Lcd.c,126 :: 		
0x04DE	0x1386      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,127 :: 		
0x04DF	0x2085      	CALL       _Delay_5500us
;__Lib_Lcd.c,130 :: 		
0x04E0	0x1786      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,131 :: 		
0x04E1	0x207F      	CALL       _Delay_1us
;__Lib_Lcd.c,132 :: 		
0x04E2	0x1386      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,134 :: 		
0x04E3	0x1107      	BCF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,135 :: 		
0x04E4	0x1407      	BSF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,136 :: 		
0x04E5	0x1786      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,137 :: 		
0x04E6	0x207F      	CALL       _Delay_1us
;__Lib_Lcd.c,138 :: 		
0x04E7	0x1386      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,139 :: 		
0x04E8	0x2085      	CALL       _Delay_5500us
;__Lib_Lcd.c,142 :: 		
0x04E9	0x1007      	BCF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,143 :: 		
0x04EA	0x1587      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,144 :: 		
0x04EB	0x1786      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,145 :: 		
0x04EC	0x207F      	CALL       _Delay_1us
;__Lib_Lcd.c,146 :: 		
0x04ED	0x1386      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,148 :: 		
0x04EE	0x1187      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,149 :: 		
0x04EF	0x1786      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,150 :: 		
0x04F0	0x207F      	CALL       _Delay_1us
;__Lib_Lcd.c,151 :: 		
0x04F1	0x1386      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,152 :: 		
0x04F2	0x2085      	CALL       _Delay_5500us
;__Lib_Lcd.c,155 :: 		
0x04F3	0x1786      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,156 :: 		
0x04F4	0x207F      	CALL       _Delay_1us
;__Lib_Lcd.c,157 :: 		
0x04F5	0x1386      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,159 :: 		
0x04F6	0x1587      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,160 :: 		
0x04F7	0x1786      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,161 :: 		
0x04F8	0x207F      	CALL       _Delay_1us
;__Lib_Lcd.c,162 :: 		
0x04F9	0x1386      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,163 :: 		
0x04FA	0x2085      	CALL       _Delay_5500us
;__Lib_Lcd.c,166 :: 		
0x04FB	0x1187      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,167 :: 		
0x04FC	0x1786      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,168 :: 		
0x04FD	0x207F      	CALL       _Delay_1us
;__Lib_Lcd.c,169 :: 		
0x04FE	0x1386      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,171 :: 		
0x04FF	0x1407      	BSF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,172 :: 		
0x0500	0x1487      	BSF        LCD_D6, BitPos(LCD_D6+0)
;__Lib_Lcd.c,173 :: 		
0x0501	0x1507      	BSF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,174 :: 		
0x0502	0x1587      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,175 :: 		
0x0503	0x1786      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,176 :: 		
0x0504	0x207F      	CALL       _Delay_1us
;__Lib_Lcd.c,177 :: 		
0x0505	0x1386      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,179 :: 		
0x0506	0x2085      	CALL       _Delay_5500us
;__Lib_Lcd.c,181 :: 		
0x0507	0x1450      	BSF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,182 :: 		
0x0508	0x0008      	RETURN
; end of _Lcd_Init
___CC2DW:
;__Lib_System.c,24 :: 		
;__Lib_System.c,27 :: 		
_CC2D_Loop1:
;__Lib_System.c,29 :: 		
0x0509	0x21D4      	CALL       _____DoICP
0x050A	0x118A      	BCF        PCLATH, 3
0x050B	0x120A      	BCF        PCLATH, 4
;__Lib_System.c,31 :: 		
0x050C	0x0080      	MOVWF      INDF
;__Lib_System.c,32 :: 		
0x050D	0x0A84      	INCF       FSR, 1
;__Lib_System.c,33 :: 		
0x050E	0x0AE5      	INCF       ___DoICPAddr, 1
;__Lib_System.c,35 :: 		
0x050F	0x1903      	BTFSC      STATUS, 2
;__Lib_System.c,36 :: 		
0x0510	0x0AE6      	INCF       ___DoICPAddr+1, 1
;__Lib_System.c,37 :: 		
0x0511	0x03F0      	DECF       R0, 1
;__Lib_System.c,39 :: 		
0x0512	0x1D03      	BTFSS      STATUS, 2
;__Lib_System.c,40 :: 		
0x0513	0x2D09      	GOTO       _CC2D_Loop1
;__Lib_System.c,42 :: 		
0x0514	0x0008      	RETURN
; end of ___CC2DW
_numToOne:
;demo_simple_8.c,585 :: 		void numToOne(){
;demo_simple_8.c,586 :: 		hundreds = num / 100 + 48;
0x0515	0x3064      	MOVLW      100
0x0516	0x1283      	BCF        STATUS, 5
0x0517	0x1303      	BCF        STATUS, 6
0x0518	0x00F4      	MOVWF      R4
0x0519	0x3000      	MOVLW      0
0x051A	0x00F5      	MOVWF      R4+1
0x051B	0x0855      	MOVF       _num, 0
0x051C	0x00F0      	MOVWF      R0
0x051D	0x0856      	MOVF       _num+1, 0
0x051E	0x00F1      	MOVWF      R0+1
0x051F	0x2199      	CALL       _Div_16x16_U
0x0520	0x3030      	MOVLW      48
0x0521	0x0770      	ADDWF      R0, 0
0x0522	0x00D4      	MOVWF      _hundreds
;demo_simple_8.c,587 :: 		tens = ( num / 10 ) % 10 + 48;
0x0523	0x300A      	MOVLW      10
0x0524	0x00F4      	MOVWF      R4
0x0525	0x3000      	MOVLW      0
0x0526	0x00F5      	MOVWF      R4+1
0x0527	0x0855      	MOVF       _num, 0
0x0528	0x00F0      	MOVWF      R0
0x0529	0x0856      	MOVF       _num+1, 0
0x052A	0x00F1      	MOVWF      R0+1
0x052B	0x2199      	CALL       _Div_16x16_U
0x052C	0x300A      	MOVLW      10
0x052D	0x00F4      	MOVWF      R4
0x052E	0x3000      	MOVLW      0
0x052F	0x00F5      	MOVWF      R4+1
0x0530	0x2199      	CALL       _Div_16x16_U
0x0531	0x0878      	MOVF       R8, 0
0x0532	0x00F0      	MOVWF      R0
0x0533	0x0879      	MOVF       R8+1, 0
0x0534	0x00F1      	MOVWF      R0+1
0x0535	0x3030      	MOVLW      48
0x0536	0x0770      	ADDWF      R0, 0
0x0537	0x00DE      	MOVWF      _tens
;demo_simple_8.c,588 :: 		ones = num % 10 + 48;
0x0538	0x300A      	MOVLW      10
0x0539	0x00F4      	MOVWF      R4
0x053A	0x3000      	MOVLW      0
0x053B	0x00F5      	MOVWF      R4+1
0x053C	0x0855      	MOVF       _num, 0
0x053D	0x00F0      	MOVWF      R0
0x053E	0x0856      	MOVF       _num+1, 0
0x053F	0x00F1      	MOVWF      R0+1
0x0540	0x2199      	CALL       _Div_16x16_U
0x0541	0x0878      	MOVF       R8, 0
0x0542	0x00F0      	MOVWF      R0
0x0543	0x0879      	MOVF       R8+1, 0
0x0544	0x00F1      	MOVWF      R0+1
0x0545	0x3030      	MOVLW      48
0x0546	0x0770      	ADDWF      R0, 0
0x0547	0x00DF      	MOVWF      _ones
;demo_simple_8.c,589 :: 		}
0x0548	0x0008      	RETURN
; end of _numToOne
_getMainsVoltage:
;demo_simple_8.c,295 :: 		void getMainsVoltage(){
;demo_simple_8.c,306 :: 		ADCON1 = 0;
0x0549	0x1683      	BSF        STATUS, 5
0x054A	0x1303      	BCF        STATUS, 6
0x054B	0x019F      	CLRF       ADCON1
;demo_simple_8.c,307 :: 		ADCON0 = (ADCON0 & 0xC5) | (mainsCHANNEL << 3);
0x054C	0x30C5      	MOVLW      197
0x054D	0x1283      	BCF        STATUS, 5
0x054E	0x051F      	ANDWF      ADCON0, 0
0x054F	0x00F0      	MOVWF      R0
0x0550	0x3010      	MOVLW      16
0x0551	0x0470      	IORWF      R0, 0
0x0552	0x009F      	MOVWF      ADCON0
;demo_simple_8.c,309 :: 		vAc = 0;
0x0553	0x01DB      	CLRF       _vAc
0x0554	0x01DC      	CLRF       _vAc+1
;demo_simple_8.c,310 :: 		for (counter = 0; counter < 8; counter++){
0x0555	0x01B8      	CLRF       _counter
L_getMainsVoltage29:
0x0556	0x3008      	MOVLW      8
0x0557	0x0238      	SUBWF      _counter, 0
0x0558	0x1803      	BTFSC      STATUS, 0
0x0559	0x2D68      	GOTO       L_getMainsVoltage30
;demo_simple_8.c,311 :: 		vAc = vAc + ADC_Get_Sample(mainsCHANNEL);
0x055A	0x3002      	MOVLW      2
0x055B	0x00A1      	MOVWF      FARG_ADC_Get_Sample_channel
0x055C	0x2158      	CALL       _ADC_Get_Sample
0x055D	0x0870      	MOVF       R0, 0
0x055E	0x07DB      	ADDWF      _vAc, 1
0x055F	0x0871      	MOVF       R0+1, 0
0x0560	0x1803      	BTFSC      STATUS, 0
0x0561	0x3E01      	ADDLW      1
0x0562	0x07DC      	ADDWF      _vAc+1, 1
;demo_simple_8.c,310 :: 		for (counter = 0; counter < 8; counter++){
0x0563	0x0A38      	INCF       _counter, 0
0x0564	0x00F0      	MOVWF      R0
0x0565	0x0870      	MOVF       R0, 0
0x0566	0x00B8      	MOVWF      _counter
;demo_simple_8.c,312 :: 		}
0x0567	0x2D56      	GOTO       L_getMainsVoltage29
L_getMainsVoltage30:
;demo_simple_8.c,314 :: 		vAc = vAc >> 3; // 8/8 = 1
0x0568	0x085B      	MOVF       _vAc, 0
0x0569	0x00F0      	MOVWF      R0
0x056A	0x085C      	MOVF       _vAc+1, 0
0x056B	0x00F1      	MOVWF      R0+1
0x056C	0x0CF1      	RRF        R0+1, 1
0x056D	0x0CF0      	RRF        R0, 1
0x056E	0x13F1      	BCF        R0+1, 7
0x056F	0x0CF1      	RRF        R0+1, 1
0x0570	0x0CF0      	RRF        R0, 1
0x0571	0x13F1      	BCF        R0+1, 7
0x0572	0x0CF1      	RRF        R0+1, 1
0x0573	0x0CF0      	RRF        R0, 1
0x0574	0x13F1      	BCF        R0+1, 7
0x0575	0x0870      	MOVF       R0, 0
0x0576	0x00DB      	MOVWF      _vAc
0x0577	0x0871      	MOVF       R0+1, 0
0x0578	0x00DC      	MOVWF      _vAc+1
;demo_simple_8.c,316 :: 		if (acStatus == acLow){
0x0579	0x083E      	MOVF       _acStatus, 0
0x057A	0x3A01      	XORLW      1
0x057B	0x1D03      	BTFSS      STATUS, 2
0x057C	0x2D80      	GOTO       L_getMainsVoltage32
;demo_simple_8.c,317 :: 		ac_low = acLowLevel + hysteresis;
0x057D	0x3076      	MOVLW      118
0x057E	0x00C6      	MOVWF      _ac_low
;demo_simple_8.c,318 :: 		}
0x057F	0x2D82      	GOTO       L_getMainsVoltage33
L_getMainsVoltage32:
;demo_simple_8.c,320 :: 		ac_low = acLowLevel;
0x0580	0x3072      	MOVLW      114
0x0581	0x00C6      	MOVWF      _ac_low
;demo_simple_8.c,321 :: 		}
L_getMainsVoltage33:
;demo_simple_8.c,323 :: 		if (acStatus == acHigh){
0x0582	0x083E      	MOVF       _acStatus, 0
0x0583	0x3A02      	XORLW      2
0x0584	0x1D03      	BTFSS      STATUS, 2
0x0585	0x2D8A      	GOTO       L_getMainsVoltage34
;demo_simple_8.c,324 :: 		ac_high = acHighLevel - hysteresis;
0x0586	0x30D3      	MOVLW      211
0x0587	0x00CB      	MOVWF      _ac_high
0x0588	0x01CC      	CLRF       _ac_high+1
;demo_simple_8.c,325 :: 		}
0x0589	0x2D8D      	GOTO       L_getMainsVoltage35
L_getMainsVoltage34:
;demo_simple_8.c,327 :: 		ac_high = acHighLevel;
0x058A	0x30D7      	MOVLW      215
0x058B	0x00CB      	MOVWF      _ac_high
0x058C	0x01CC      	CLRF       _ac_high+1
;demo_simple_8.c,328 :: 		}
L_getMainsVoltage35:
;demo_simple_8.c,330 :: 		if (vAc < ac_low){
0x058D	0x3000      	MOVLW      0
0x058E	0x025C      	SUBWF      _vAc+1, 0
0x058F	0x1D03      	BTFSS      STATUS, 2
0x0590	0x2D93      	GOTO       L__getMainsVoltage177
0x0591	0x0846      	MOVF       _ac_low, 0
0x0592	0x025B      	SUBWF      _vAc, 0
L__getMainsVoltage177:
0x0593	0x1803      	BTFSC      STATUS, 0
0x0594	0x2D98      	GOTO       L_getMainsVoltage36
;demo_simple_8.c,331 :: 		acStatus = acLow;
0x0595	0x3001      	MOVLW      1
0x0596	0x00BE      	MOVWF      _acStatus
;demo_simple_8.c,332 :: 		}
0x0597	0x2DA4      	GOTO       L_getMainsVoltage37
L_getMainsVoltage36:
;demo_simple_8.c,333 :: 		else if (vAc > ac_high){
0x0598	0x085C      	MOVF       _vAc+1, 0
0x0599	0x024C      	SUBWF      _ac_high+1, 0
0x059A	0x1D03      	BTFSS      STATUS, 2
0x059B	0x2D9E      	GOTO       L__getMainsVoltage178
0x059C	0x085B      	MOVF       _vAc, 0
0x059D	0x024B      	SUBWF      _ac_high, 0
L__getMainsVoltage178:
0x059E	0x1803      	BTFSC      STATUS, 0
0x059F	0x2DA3      	GOTO       L_getMainsVoltage38
;demo_simple_8.c,334 :: 		acStatus = acHigh;
0x05A0	0x3002      	MOVLW      2
0x05A1	0x00BE      	MOVWF      _acStatus
;demo_simple_8.c,335 :: 		}
0x05A2	0x2DA4      	GOTO       L_getMainsVoltage39
L_getMainsVoltage38:
;demo_simple_8.c,337 :: 		acStatus = acNormal;
0x05A3	0x01BE      	CLRF       _acStatus
;demo_simple_8.c,338 :: 		}
L_getMainsVoltage39:
L_getMainsVoltage37:
;demo_simple_8.c,342 :: 		ADCON1 = 7;
0x05A4	0x3007      	MOVLW      7
0x05A5	0x1683      	BSF        STATUS, 5
0x05A6	0x009F      	MOVWF      ADCON1
;demo_simple_8.c,344 :: 		}
0x05A7	0x0008      	RETURN
; end of _getMainsVoltage
_Mul_8x8_U:
;__Lib_Math.c,103 :: 		
;__Lib_Math.c,108 :: 		
0x05A8	0x1283      	BCF        STATUS, 5
;__Lib_Math.c,109 :: 		
0x05A9	0x1303      	BCF        STATUS, 6
;__Lib_Math.c,110 :: 		
0x05AA	0x0870      	MOVF       R0, 0
;__Lib_Math.c,111 :: 		
0x05AB	0x00F1      	MOVWF      R1
;__Lib_Math.c,112 :: 		
0x05AC	0x01F0      	CLRF       R0
;__Lib_Math.c,113 :: 		
0x05AD	0x3008      	MOVLW      8
;__Lib_Math.c,114 :: 		
0x05AE	0x00FC      	MOVWF      R12
;__Lib_Math.c,115 :: 		
0x05AF	0x0871      	MOVF       R1, 0
;__Lib_Math.c,116 :: 		
0x05B0	0x0CF4      	RRF        R4, 1
;__Lib_Math.c,117 :: 		
0x05B1	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,118 :: 		
0x05B2	0x2DB7      	GOTO       $+5
;__Lib_Math.c,119 :: 		
0x05B3	0x0BFC      	DECFSZ     R12, 1
;__Lib_Math.c,120 :: 		
0x05B4	0x2DB0      	GOTO       $-4
;__Lib_Math.c,121 :: 		
0x05B5	0x01F1      	CLRF       R1
;__Lib_Math.c,122 :: 		
0x05B6	0x3400      	RETLW      0
;__Lib_Math.c,123 :: 		
0x05B7	0x1003      	BCF        STATUS, 0
;__Lib_Math.c,124 :: 		
0x05B8	0x2DBC      	GOTO       $+4
;__Lib_Math.c,125 :: 		
0x05B9	0x0CF4      	RRF        R4, 1
;__Lib_Math.c,126 :: 		
0x05BA	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,127 :: 		
0x05BB	0x07F1      	ADDWF      R1, 1
;__Lib_Math.c,128 :: 		
0x05BC	0x0CF1      	RRF        R1, 1
;__Lib_Math.c,129 :: 		
0x05BD	0x0CF0      	RRF        R0, 1
;__Lib_Math.c,130 :: 		
0x05BE	0x0BFC      	DECFSZ     R12, 1
;__Lib_Math.c,131 :: 		
0x05BF	0x2DB9      	GOTO       $-6
;__Lib_Math.c,133 :: 		
;__Lib_Math.c,134 :: 		
0x05C0	0x0008      	RETURN
; end of _Mul_8x8_U
_Div_16x16_S:
;__Lib_Math.c,479 :: 		
;__Lib_Math.c,487 :: 		
0x05C1	0x1283      	BCF        STATUS, 5
0x05C2	0x1303      	BCF        STATUS, 6
0x05C3	0x0874      	MOVF       R4, 0
0x05C4	0x3A00      	XORLW      0
0x05C5	0x1D03      	BTFSS      STATUS, 2
0x05C6	0x2DD0      	GOTO       L_Div_16x16_S0
;__Lib_Math.c,488 :: 		
0x05C7	0x0875      	MOVF       R5, 0
0x05C8	0x3A00      	XORLW      0
0x05C9	0x1D03      	BTFSS      STATUS, 2
0x05CA	0x2DD0      	GOTO       L_Div_16x16_S1
;__Lib_Math.c,489 :: 		
0x05CB	0x30FF      	MOVLW      255
0x05CC	0x00F0      	MOVWF      R0
;__Lib_Math.c,490 :: 		
0x05CD	0x307F      	MOVLW      127
0x05CE	0x00F1      	MOVWF      R1
;__Lib_Math.c,491 :: 		
0x05CF	0x0008      	RETURN
;__Lib_Math.c,492 :: 		
L_Div_16x16_S1:
L_Div_16x16_S0:
;__Lib_Math.c,495 :: 		
0x05D0	0x1283      	BCF        STATUS, 5
;__Lib_Math.c,496 :: 		
0x05D1	0x1303      	BCF        STATUS, 6
;__Lib_Math.c,497 :: 		
0x05D2	0x01FD      	CLRF       R13
;__Lib_Math.c,498 :: 		
0x05D3	0x01F9      	CLRF       R9
;__Lib_Math.c,499 :: 		
0x05D4	0x01F8      	CLRF       R8
;__Lib_Math.c,500 :: 		
0x05D5	0x0871      	MOVF       R1, 0
;__Lib_Math.c,501 :: 		
0x05D6	0x0470      	IORWF      R0, 0
;__Lib_Math.c,502 :: 		
0x05D7	0x1903      	BTFSC      STATUS, 2
;__Lib_Math.c,503 :: 		
0x05D8	0x3400      	RETLW      0
;__Lib_Math.c,505 :: 		
0x05D9	0x0871      	MOVF       R1, 0
;__Lib_Math.c,506 :: 		
0x05DA	0x0675      	XORWF      R5, 0
;__Lib_Math.c,507 :: 		
0x05DB	0x00FA      	MOVWF      R10
;__Lib_Math.c,508 :: 		
0x05DC	0x1BFA      	BTFSC      R10, 7
;__Lib_Math.c,509 :: 		
0x05DD	0x09FD      	COMF       R13, 1
;__Lib_Math.c,511 :: 		
0x05DE	0x01FB      	CLRF       R11
;__Lib_Math.c,513 :: 		
0x05DF	0x1FF5      	BTFSS      R5, 7
;__Lib_Math.c,514 :: 		
0x05E0	0x2DE6      	GOTO       $+6
;__Lib_Math.c,516 :: 		
0x05E1	0x09F4      	COMF       R4, 1
;__Lib_Math.c,517 :: 		
0x05E2	0x09F5      	COMF       R5, 1
;__Lib_Math.c,518 :: 		
0x05E3	0x0AF4      	INCF       R4, 1
;__Lib_Math.c,519 :: 		
0x05E4	0x1903      	BTFSC      STATUS, 2
;__Lib_Math.c,520 :: 		
0x05E5	0x0AF5      	INCF       R5, 1
;__Lib_Math.c,522 :: 		
0x05E6	0x1FF1      	BTFSS      R1, 7
;__Lib_Math.c,523 :: 		
0x05E7	0x2DED      	GOTO       $+6
;__Lib_Math.c,525 :: 		
0x05E8	0x09F0      	COMF       R0, 1
;__Lib_Math.c,526 :: 		
0x05E9	0x09F1      	COMF       R1, 1
;__Lib_Math.c,527 :: 		
0x05EA	0x0AF0      	INCF       R0, 1
;__Lib_Math.c,528 :: 		
0x05EB	0x1903      	BTFSC      STATUS, 2
;__Lib_Math.c,529 :: 		
0x05EC	0x0AF1      	INCF       R1, 1
;__Lib_Math.c,531 :: 		
0x05ED	0x0871      	MOVF       R1, 0
;__Lib_Math.c,532 :: 		
0x05EE	0x0475      	IORWF      R5, 0
;__Lib_Math.c,533 :: 		
0x05EF	0x00FA      	MOVWF      R10
;__Lib_Math.c,534 :: 		
0x05F0	0x1BFA      	BTFSC      R10, 7
;__Lib_Math.c,535 :: 		
0x05F1	0x2E02      	GOTO       $+17
;__Lib_Math.c,537 :: 		
0x05F2	0x212C      	CALL       _Div_16x16_S_L
;__Lib_Math.c,539 :: 		
0x05F3	0x187B      	BTFSC      R11, 0
;__Lib_Math.c,540 :: 		
0x05F4	0x2E15      	GOTO       $+33
;__Lib_Math.c,542 :: 		
0x05F5	0x1FFD      	BTFSS      R13, 7
;__Lib_Math.c,543 :: 		
0x05F6	0x3400      	RETLW      0
;__Lib_Math.c,545 :: 		
0x05F7	0x09F0      	COMF       R0, 1
;__Lib_Math.c,546 :: 		
0x05F8	0x09F1      	COMF       R1, 1
;__Lib_Math.c,547 :: 		
0x05F9	0x0AF0      	INCF       R0, 1
;__Lib_Math.c,548 :: 		
0x05FA	0x1903      	BTFSC      STATUS, 2
;__Lib_Math.c,549 :: 		
0x05FB	0x0AF1      	INCF       R1, 1
;__Lib_Math.c,551 :: 		
0x05FC	0x09F8      	COMF       R8, 1
;__Lib_Math.c,552 :: 		
0x05FD	0x09F9      	COMF       R9, 1
;__Lib_Math.c,553 :: 		
0x05FE	0x0AF8      	INCF       R8, 1
;__Lib_Math.c,554 :: 		
0x05FF	0x1903      	BTFSC      STATUS, 2
;__Lib_Math.c,555 :: 		
0x0600	0x0AF9      	INCF       R9, 1
;__Lib_Math.c,557 :: 		
0x0601	0x3400      	RETLW      0
;__Lib_Math.c,559 :: 		
0x0602	0x1FF5      	BTFSS      R5, 7
;__Lib_Math.c,560 :: 		
0x0603	0x2E11      	GOTO       $+14
;__Lib_Math.c,561 :: 		
0x0604	0x1BF1      	BTFSC      R1, 7
;__Lib_Math.c,562 :: 		
0x0605	0x2E0D      	GOTO       $+8
;__Lib_Math.c,563 :: 		
0x0606	0x0871      	MOVF       R1, 0
;__Lib_Math.c,564 :: 		
0x0607	0x00F9      	MOVWF      R9
;__Lib_Math.c,565 :: 		
0x0608	0x0870      	MOVF       R0, 0
;__Lib_Math.c,566 :: 		
0x0609	0x00F8      	MOVWF      R8
;__Lib_Math.c,567 :: 		
0x060A	0x01F1      	CLRF       R1
;__Lib_Math.c,568 :: 		
0x060B	0x01F0      	CLRF       R0
;__Lib_Math.c,569 :: 		
0x060C	0x2DF5      	GOTO       $-23
;__Lib_Math.c,570 :: 		
0x060D	0x01F1      	CLRF       R1
;__Lib_Math.c,571 :: 		
0x060E	0x01F0      	CLRF       R0
;__Lib_Math.c,572 :: 		
0x060F	0x0AF0      	INCF       R0, 1
;__Lib_Math.c,573 :: 		
0x0610	0x3400      	RETLW      0
;__Lib_Math.c,575 :: 		
0x0611	0x09F1      	COMF       R1, 1
;__Lib_Math.c,576 :: 		
0x0612	0x09F0      	COMF       R0, 1
;__Lib_Math.c,577 :: 		
0x0613	0x0AFB      	INCF       R11, 1
;__Lib_Math.c,578 :: 		
0x0614	0x2DF2      	GOTO       $-34
;__Lib_Math.c,580 :: 		
0x0615	0x0AF8      	INCF       R8, 1
;__Lib_Math.c,581 :: 		
0x0616	0x1903      	BTFSC      STATUS, 2
;__Lib_Math.c,582 :: 		
0x0617	0x0AF9      	INCF       R9, 1
;__Lib_Math.c,583 :: 		
0x0618	0x0874      	MOVF       R4, 0
;__Lib_Math.c,584 :: 		
0x0619	0x0278      	SUBWF      R8, 0
;__Lib_Math.c,585 :: 		
0x061A	0x1D03      	BTFSS      STATUS, 2
;__Lib_Math.c,586 :: 		
0x061B	0x2DF5      	GOTO       $-38
;__Lib_Math.c,587 :: 		
0x061C	0x0875      	MOVF       R5, 0
;__Lib_Math.c,588 :: 		
0x061D	0x0279      	SUBWF      R9, 0
;__Lib_Math.c,589 :: 		
